Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Team,2024-07-10,19:00 (22:30),First qualifying round,Wed,Home,W,4,2
497,29,Oriol Comas,es ESP,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
498,30,Jordi Danso,gm GAM,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
499,31,Enric García,es ESP,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
500,32,Lucas García,es ESP,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
501,33,Pau García,es ESP,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Girona,,,,,,,,
502,0,Yann Sommer,ch SUI,GK,35.0,14.0,14.0,1290.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Milan,,,,,,,,
503,1,Alessandro Bastoni,it ITA,DF,25.0,14.0,12.0,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,15.0,50.0,24.0,Inter Milan,,,,,,,,
504,2,Nicolò Barella,it ITA,MF,27.0,13.0,11.0,992.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.8,2.3,20.0,69.0,38.0,Inter Milan,,,,,,,,
505,3,Denzel Dumfries,nl NED,DF,28.0,12.0,11.0,971.0,10.8,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.4,1.1,2.0,3.1,24.0,20.0,74.0,Inter Milan,,,,,,,,
506,4,Marcus Thuram,fr FRA,FW,26.0,14.0,11.0,949.0,10.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.3,3.3,1.2,4.6,28.0,13.0,52.0,Inter Milan,,,,,,,,
507,5,Benjamin Pavard,fr FRA,DF,28.0,12.0,11.0,908.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.4,11.0,39.0,28.0,Inter Milan,,,,,,,,
508,6,Hakan Çalhanoğlu,tr TUR,MF,30.0,12.0,11.0,827.0,9.2,4.0,2.0,6.0,1.0,3.0,3.0,3.0,0.0,3.1,0.7,1.0,1.7,5.0,32.0,5.0,Inter Milan,,,,,,,,
509,7,Henrikh Mkhitaryan,am ARM,MF,35.0,13.0,10.0,854.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.1,2.1,25.0,57.0,27.0,Inter Milan,,,,,,,,
510,8,Lautaro Martínez,ar ARG,FW,26.0,14.0,10.0,853.0,9.5,9.0,0.0,9.0,8.0,1.0,1.0,2.0,0.0,4.8,4.0,0.9,5.0,10.0,25.0,43.0,Inter Milan,,,,,,,,
511,9,Francesco Acerbi,it ITA,DF,36.0,9.0,8.0,770.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.3,2.0,9.0,3.0,Inter Milan,,,,,,,,
512,10,Stefan de Vrij,nl NED,DF,32.0,9.0,8.0,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,29.0,0.0,Inter Milan,,,,,,,,
513,11,Mehdi Taremi,ir IRN,FW,32.0,12.0,7.0,714.0,7.9,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,1.9,1.1,1.8,2.9,11.0,23.0,27.0,Inter Milan,,,,,,,,
514,12,Yann Aurel Bisseck,de GER,DF,23.0,13.0,7.0,701.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,9.0,17.0,15.0,Inter Milan,,,,,,,,
515,13,Federico Dimarco,it ITA,"DF,FW",26.0,10.0,7.0,568.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.7,2.6,18.0,17.0,49.0,Inter Milan,,,,,,,,
516,14,Carlos Augusto,br BRA,DF,25.0,13.0,6.0,664.0,7.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.4,1.2,14.0,9.0,38.0,Inter Milan,,,,,,,,
517,15,Piotr Zieliński,pl POL,MF,30.0,10.0,6.0,588.0,6.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4,0.6,0.7,1.3,16.0,30.0,9.0,Inter Milan,,,,,,,,
518,16,Matteo Darmian,it ITA,DF,34.0,10.0,5.0,553.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,7.0,15.0,Inter Milan,,,,,,,,
519,17,Davide Frattesi,it ITA,MF,24.0,13.0,4.0,496.0,5.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.3,10.0,12.0,13.0,Inter Milan,,,,,,,,
520,18,Kristjan Asllani,al ALB,MF,22.0,8.0,3.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,1.0,20.0,3.0,Inter Milan,,,,,,,,
521,19,Marko Arnautović,at AUT,FW,35.0,7.0,2.0,206.0,2.3,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.8,1.0,0.2,1.3,1.0,6.0,15.0,Inter Milan,,,,,,,,
522,20,Josep Martinez,es ESP,GK,26.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Milan,,,,,,,,
523,21,Nicola Zalewski,pl POL,"MF,DF",22.0,2.0,0.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,4.0,Inter Milan,,,,,,,,
524,22,Giacomo De Pieri,it ITA,FW,17.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,Inter Milan,,,,,,,,
525,23,Thomas Berenbruch,it ITA,MF,19.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Inter Milan,,,,,,,,
526,24,Matteo Cocchi,it ITA,DF,17.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inter Milan,,,,,,,,
527,25,Mike Aidoo,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
528,26,Tajon Buchanan,ca CAN,"DF,FW",25.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
529,27,Alessandro Calligaris,it ITA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
530,28,Raffaele Di Gennaro,it ITA,GK,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
531,29,Matteo Motta,it ITA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
532,30,Daniele Quieto,ve VEN,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
533,31,Gabriele Re Cecconi,it ITA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
534,32,Mattia Zanchetta,it ITA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Inter Milan,,,,,,,,
535,0,Federico Gatti,it ITA,DF,26.0,9.0,8.0,801.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,11.0,36.0,2.0,Juventus,,,,,,,,
536,1,Michele Di Gregorio,it ITA,GK,27.0,8.0,8.0,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus,,,,,,,,
537,2,Kenan Yıldız,tr TUR,"FW,MF",19.0,10.0,8.0,665.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,1.0,28.0,25.0,57.0,Juventus,,,,,,,,
538,3,Pierre Kalulu,fr FRA,DF,24.0,8.0,8.0,645.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,9.0,27.0,0.0,Juventus,,,,,,,,
539,4,Manuel Locatelli,it ITA,"MF,DF",26.0,9.0,7.0,670.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,3.0,62.0,6.0,Juventus,,,,,,,,
540,5,Teun Koopmeiners,nl NED,MF,26.0,9.0,7.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,1.6,2.8,13.0,16.0,33.0,Juventus,,,,,,,,
541,6,Francisco Conceição,pt POR,FW,21.0,9.0,6.0,605.0,6.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,50.0,20.0,67.0,Juventus,,,,,,,,
542,7,Weston McKennie,us USA,"MF,DF",25.0,9.0,6.0,555.0,6.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.3,1.3,0.8,2.1,6.0,38.0,29.0,Juventus,,,,,,,,
543,8,Dušan Vlahović,rs SRB,FW,24.0,9.0,6.0,548.0,6.1,4.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,3.2,2.4,1.0,3.4,6.0,11.0,29.0,Juventus,,,,,,,,
544,9,Andrea Cambiaso,it ITA,DF,24.0,7.0,5.0,565.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,21.0,29.0,22.0,Juventus,,,,,,,,
545,10,Timothy Weah,us USA,"DF,FW",24.0,9.0,5.0,558.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.3,21.0,20.0,37.0,Juventus,,,,,,,,
546,11,Khéphren Thuram,fr FRA,MF,23.0,9.0,5.0,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,10.0,19.0,7.0,Juventus,,,,,,,,
547,12,Nicolò Savona,it ITA,DF,21.0,7.0,5.0,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,8.0,11.0,12.0,Juventus,,,,,,,,
548,13,Nicolás González,ar ARG,FW,26.0,6.0,5.0,361.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.7,7.0,13.0,35.0,Juventus,,,,,,,,
549,14,Douglas Luiz,br BRA,MF,26.0,6.0,3.0,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,16.0,8.0,Juventus,,,,,,,,
550,15,Danilo,br BRA,DF,33.0,4.0,2.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,Juventus,,,,,,,,
551,16,Samuel Mbangula,be BEL,FW,20.0,7.0,2.0,226.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,1.4,8.0,7.0,25.0,Juventus,,,,,,,,
552,17,Mattia Perin,it ITA,GK,31.0,3.0,2.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus,,,,,,,,
553,18,Lloyd Kelly,eng ENG,DF,25.0,2.0,2.0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,1.0,Juventus,,,,,,,,
554,19,Nicolò Fagioli,it ITA,"MF,FW",23.0,4.0,2.0,207.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,6.0,15.0,7.0,Juventus,,,,,,,,
555,20,Randal Kolo Muani,fr FRA,FW,25.0,2.0,2.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.0,0.0,9.0,Juventus,,,,,,,,
556,21,Juan David Cabal,co COL,DF,23.0,2.0,2.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,Juventus,,,,,,,,
557,22,Renato Veiga,pt POR,DF,21.0,2.0,2.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,Juventus,,,,,,,,
558,23,Gleison Bremer,br BRA,DF,27.0,2.0,2.0,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Juventus,,,,,,,,
559,24,Vasilije Adžić,me MNE,FW,18.0,1.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Juventus,,,,,,,,
560,25,Jonas Rouhi,se SWE,DF,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus,,,,,,,,
561,26,Giovanni Daffara,it ITA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Juventus,,,,,,,,
562,27,Carlo Pinsoglio,it ITA,GK,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,Juventus,,,,,,,,
563,0,Lucas Chevalier,fr FRA,GK,22.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lille,,,,,,,,
564,1,Alexsandro Ribeiro,br BRA,DF,24.0,10.0,10.0,900.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.7,1.0,27.0,3.0,Lille,,,,,,,,
565,2,Bafodé Diakité,fr FRA,DF,23.0,10.0,9.0,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,Lille,,,,,,,,
566,3,Benjamin André,fr FRA,MF,33.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,4.0,41.0,12.0,Lille,,,,,,,,
567,4,Jonathan David,ca CAN,FW,24.0,10.0,8.0,747.0,8.3,7.0,2.0,9.0,5.0,2.0,2.0,2.0,0.0,4.7,3.1,1.3,4.4,8.0,16.0,52.0,Lille,,,,,,,,
568,5,Ayyoub Bouaddi,fr FRA,MF,16.0,9.0,7.0,622.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,22.0,8.0,Lille,,,,,,,,
569,6,Thomas Meunier,be BEL,DF,32.0,9.0,7.0,616.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,1.0,12.0,37.0,27.0,Lille,,,,,,,,
570,7,Ngal'Ayel Mukau,cd COD,MF,19.0,8.0,6.0,563.0,6.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,7.0,16.0,11.0,Lille,,,,,,,,
571,8,Rémy Cabella,fr FRA,"MF,FW",34.0,7.0,6.0,383.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,17.0,23.0,30.0,Lille,,,,,,,,
572,9,Gabriel Gudmundsson,se SWE,DF,25.0,9.0,5.0,487.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,16.0,19.0,21.0,Lille,,,,,,,,
573,10,Osame Sahraoui,ma MAR,"FW,MF",23.0,9.0,5.0,454.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.3,26.0,33.0,44.0,Lille,,,,,,,,
574,11,Mitchel Bakker,nl NED,"FW,DF",24.0,8.0,5.0,420.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,9.0,25.0,26.0,Lille,,,,,,,,
575,12,Aïssa Mandi,dz ALG,DF,32.0,5.0,4.0,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,2.0,5.0,1.0,Lille,,,,,,,,
576,13,Edon Zhegrova,xk KVX,"FW,MF",25.0,5.0,3.0,363.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,1.1,14.0,9.0,31.0,Lille,,,,,,,,
577,14,Hákon Arnar Haraldsson,is ISL,"FW,MF",21.0,6.0,3.0,306.0,3.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.5,10.0,17.0,24.0,Lille,,,,,,,,
578,15,Ismaily,br BRA,DF,34.0,4.0,3.0,226.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.6,5.0,8.0,16.0,Lille,,,,,,,,
579,16,Angel Gomes,eng ENG,MF,23.0,4.0,3.0,159.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.3,0.3,0.0,5.0,5.0,Lille,,,,,,,,
580,17,Matias Fernandez-Pardo,be BEL,"FW,MF",19.0,7.0,2.0,263.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,15.0,7.0,10.0,Lille,,,,,,,,
581,18,Mohamed Lamine Bayo,gn GUI,FW,26.0,3.0,2.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,3.0,10.0,Lille,,,,,,,,
582,19,Tiago Santos,pt POR,DF,22.0,2.0,1.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,Lille,,,,,,,,
583,20,Ethan Mbappé,fr FRA,"FW,MF",17.0,2.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,2.0,6.0,Lille,,,,,,,,
584,21,Ousmane Toure,fr FRA,DF,19.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Lille,,,,,,,,
585,22,Chuba Akpom,eng ENG,FW,28.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,3.0,Lille,,,,,,,,
586,23,André Gomes,pt POR,MF,31.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Lille,,,,,,,,
587,24,Younes Lachaab,fr FRA,MF,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lille,,,,,,,,
588,25,Lilian Baret,fr FRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lille,,,,,,,,
589,26,Marc-Aurèle Caillard,fr FRA,GK,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lille,,,,,,,,
590,27,Isaac Cossier,fr FRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lille,,,,,,,,
591,28,Morgan Costarelli,fr FRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lille,,,,,,,,
592,29,Vito Mannone,it ITA,GK,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,Lille,,,,,,,,
593,0,Virgil van Dijk,nl NED,DF,33.0,9.0,9.0,840.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,1.0,36.0,0.0,Liverpool,,,,,,,,
594,1,Mohamed Salah,eg EGY,FW,32.0,9.0,9.0,806.0,9.0,3.0,4.0,7.0,2.0,1.0,2.0,0.0,0.0,5.0,3.4,3.4,6.9,36.0,40.0,114.0,Liverpool,,,,,,,,
595,2,Ryan Gravenberch,nl NED,MF,22.0,9.0,9.0,783.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,17.0,51.0,17.0,Liverpool,,,,,,,,
596,3,Alexis Mac Allister,ar ARG,MF,25.0,8.0,7.0,674.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,2.3,3.8,8.0,44.0,12.0,Liverpool,,,,,,,,
597,4,Ibrahima Konaté,fr FRA,DF,25.0,7.0,7.0,647.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.5,2.0,19.0,0.0,Liverpool,,,,,,,,
598,5,Dominik Szoboszlai,hu HUN,MF,23.0,9.0,7.0,635.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,1.7,12.0,38.0,31.0,Liverpool,,,,,,,,
599,6,Luis Díaz,co COL,FW,27.0,9.0,7.0,631.0,7.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,1.1,3.6,26.0,23.0,78.0,Liverpool,,,,,,,,
600,7,Trent Alexander-Arnold,eng ENG,DF,25.0,8.0,7.0,573.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,5.0,46.0,16.0,Liverpool,,,,,,,,
601,8,Alisson,br BRA,GK,31.0,6.0,6.0,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,,,,,,,,
602,9,Andrew Robertson,sct SCO,DF,30.0,8.0,6.0,550.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.2,12.0,38.0,19.0,Liverpool,,,,,,,,
603,10,Darwin Núñez,uy URU,FW,25.0,9.0,5.0,466.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.8,2.8,0.5,3.3,12.0,12.0,36.0,Liverpool,,,,,,,,
604,11,Kostas Tsimikas,gr GRE,DF,28.0,6.0,5.0,443.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.2,3.0,23.0,15.0,Liverpool,,,,,,,,
605,12,Cody Gakpo,nl NED,FW,25.0,8.0,4.0,369.0,4.1,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,2.6,1.8,1.4,3.2,21.0,16.0,49.0,Liverpool,,,,,,,,
606,13,Caoimhín Kelleher,ie IRL,GK,25.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,,,,,,,,
607,14,Curtis Jones,eng ENG,MF,23.0,8.0,4.0,351.0,3.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.3,14.0,18.0,24.0,Liverpool,,,,,,,,
608,15,Conor Bradley,nir NIR,DF,21.0,5.0,3.0,277.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,9.0,11.0,15.0,Liverpool,,,,,,,,
609,16,Diogo Jota,pt POR,FW,27.0,4.0,3.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,2.0,11.0,11.0,Liverpool,,,,,,,,
610,17,Jarell Quansah,eng ENG,DF,21.0,4.0,2.0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,5.0,1.0,Liverpool,,,,,,,,
611,18,Harvey Elliott,eng ENG,"MF,FW",21.0,5.0,1.0,171.0,1.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,3.0,9.0,10.0,Liverpool,,,,,,,,
612,19,Wataru Endo,jp JPN,"MF,DF",31.0,6.0,1.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,Liverpool,,,,,,,,
613,20,Joe Gomez,eng ENG,DF,27.0,4.0,1.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,10.0,3.0,Liverpool,,,,,,,,
614,21,Federico Chiesa,it ITA,FW,26.0,3.0,1.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,4.0,4.0,13.0,Liverpool,,,,,,,,
615,22,James McConnell,eng ENG,MF,19.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,Liverpool,,,,,,,,
616,23,Jayden Danns,eng ENG,FW,18.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,Liverpool,,,,,,,,
617,24,Tyler Morton,eng ENG,MF,21.0,1.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Liverpool,,,,,,,,
618,25,Trey Nyoni,eng ENG,"MF,FW",17.0,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Liverpool,,,,,,,,
619,26,Amara Nallo,eng ENG,DF,17.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,,,,,,,,
620,27,Harvey Davies,eng ENG,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
621,28,Trent Doherty,ie IRL,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
622,29,Vitezslav Jaros,cz CZE,GK,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
623,30,Isaac Mabaya,eng ENG,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
624,31,Kieran Morrison,nir NIR,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
625,32,James Norris,eng ENG,DF,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Liverpool,,,,,,,,
626,0,Joško Gvardiol,hr CRO,DF,22.0,10.0,9.0,814.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.1,25.0,70.0,28.0,Manchester City,,,,,,,,
