Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Team,2024-07-10,19:00 (22:30),First qualifying round,Wed,Home,W,4,2
238,13,Leandro Barreiro Martins,lu LUX,MF,24.0,9.0,2.0,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,0.0,7.0,3.0,Benfica,,,,,,,,
239,14,Zeki Amdouni,ch SUI,"FW,MF",23.0,11.0,1.0,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,0.6,2.1,8.0,5.0,14.0,Benfica,,,,,,,,
240,15,Samuel Dahl,se SWE,"DF,FW",24.0,3.0,1.0,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,5.0,6.0,9.0,Benfica,,,,,,,,
241,16,Renato Sanches,pt POR,MF,26.0,4.0,1.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,4.0,Benfica,,,,,,,,
242,17,Issa Kaboré,bf BFA,DF,23.0,2.0,1.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,Benfica,,,,,,,,
243,18,Benjamín Rollheiser,ar ARG,"MF,FW",24.0,6.0,1.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,6.0,3.0,Benfica,,,,,,,,
244,19,Jan-Niklas Beste,de GER,"FW,DF",25.0,5.0,0.0,113.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,2.0,16.0,Benfica,,,,,,,,
245,20,Arthur Cabral,br BRA,"FW,MF",26.0,6.0,0.0,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,0.4,0.0,0.0,5.0,Benfica,,,,,,,,
246,21,Andrea Belotti,it ITA,FW,30.0,4.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,Benfica,,,,,,,,
247,22,João Rêgo,pt POR,"MF,FW",19.0,4.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,3.0,Benfica,,,,,,,,
248,23,Adrian Bajrami,al ALB,DF,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
249,24,Nuno Felix,pt POR,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
250,25,João Fonseca,pt POR,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
251,26,Tiago Freitas,pt POR,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
252,27,André Gomes,pt POR,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
253,28,Gonçalo Oliveira,pt POR,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
254,29,Tiago Parente,pt POR,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
255,30,Gianluca Prestianni,ar ARG,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
256,31,Diogo Prioste,pt POR,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
257,32,Leandro Santos,pt POR,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
258,33,Hugo Sequeira,pt POR,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
259,34,Samuel Soares,pt POR,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,
260,0,Sam Beukema,nl NED,DF,25.0,8.0,8.0,646.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,7.0,33.0,0.0,Bologna,,,,,,,,
261,1,Łukasz Skorupski,pl POL,GK,33.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bologna,,,,,,,,
262,2,Dan Ndoye,ch SUI,"FW,MF",23.0,8.0,7.0,616.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,2.2,38.0,25.0,39.0,Bologna,,,,,,,,
263,3,Stefan Posch,at AUT,DF,27.0,6.0,6.0,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,8.0,23.0,23.0,Bologna,,,,,,,,
264,4,Jhon Lucumí,co COL,DF,26.0,7.0,6.0,530.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.0,0.6,6.0,26.0,2.0,Bologna,,,,,,,,
265,5,Remo Freuler,ch SUI,MF,32.0,7.0,6.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.3,3.0,26.0,7.0,Bologna,,,,,,,,
266,6,Giovanni Fabbian,it ITA,MF,21.0,7.0,6.0,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.0,0.9,5.0,8.0,15.0,Bologna,,,,,,,,
267,7,Riccardo Orsolini,it ITA,"FW,MF",27.0,6.0,5.0,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.7,11.0,17.0,38.0,Bologna,,,,,,,,
268,8,Thijs Dallinga,nl NED,FW,23.0,8.0,4.0,412.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,4.0,4.0,16.0,Bologna,,,,,,,,
269,9,Nikola Moro,hr CRO,MF,26.0,7.0,4.0,381.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,0.0,16.0,9.0,Bologna,,,,,,,,
270,10,Charalampos Lykogiannis,gr GRE,DF,30.0,5.0,4.0,369.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.5,1.6,3.0,17.0,13.0,Bologna,,,,,,,,
271,11,Santiago Castro,ar ARG,FW,19.0,7.0,4.0,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,2.0,2.0,22.0,Bologna,,,,,,,,
272,12,Lewis Ferguson,sct SCO,MF,24.0,5.0,4.0,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,3.0,10.0,8.0,Bologna,,,,,,,,
273,13,Samuel Iling-Junior,eng ENG,"FW,MF",20.0,8.0,3.0,349.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.6,17.0,8.0,31.0,Bologna,,,,,,,,
274,14,Juan Miranda,es ESP,DF,24.0,5.0,3.0,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,14.0,Bologna,,,,,,,,
275,15,Emil Holm,se SWE,DF,24.0,4.0,3.0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,10.0,5.0,5.0,Bologna,,,,,,,,
276,16,Kacper Urbanski,pl POL,"MF,FW",19.0,4.0,3.0,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,10.0,13.0,Bologna,,,,,,,,
277,17,Tommaso Pobega,it ITA,MF,25.0,5.0,2.0,249.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,2.0,9.0,4.0,Bologna,,,,,,,,
278,18,Nicolò Casale,it ITA,DF,26.0,4.0,2.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,Bologna,,,,,,,,
279,19,Federico Ravaglia,it ITA,GK,24.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bologna,,,,,,,,
280,20,Jens Odgaard,dk DEN,"FW,MF",25.0,5.0,0.0,130.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,2.0,6.0,4.0,Bologna,,,,,,,,
281,21,Martin Erlic,hr CRO,DF,26.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Bologna,,,,,,,,
282,22,Michel Aebischer,ch SUI,MF,27.0,1.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Bologna,,,,,,,,
283,23,Tommaso Corazza,it ITA,DF,20.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bologna,,,,,,,,
284,24,Nicola Bagnolini,it ITA,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Bologna,,,,,,,,
285,25,Tommaso Ravaglioli,it ITA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Bologna,,,,,,,,
286,0,Marco Bizot,nl NED,GK,33.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brest,,,,,,,,
287,1,Brendan Chardonnet,fr FRA,DF,29.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,0.0,14.0,0.0,Brest,,,,,,,,
288,2,Mahdi Camara,fr FRA,MF,26.0,10.0,9.0,705.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.3,1.3,10.0,21.0,25.0,Brest,,,,,,,,
289,3,Kenny Lala,mg MAD,DF,32.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.3,1.5,20.0,34.0,28.0,Brest,,,,,,,,
290,4,Hugo Magnetti,fr FRA,MF,26.0,10.0,8.0,696.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,4.0,22.0,10.0,Brest,,,,,,,,
291,5,Edimilson Fernandes,ch SUI,MF,28.0,10.0,8.0,647.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,5.0,21.0,5.0,Brest,,,,,,,,
292,6,Ludovic Ajorque,fr FRA,FW,30.0,8.0,8.0,640.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,2.2,2.9,3.0,10.0,35.0,Brest,,,,,,,,
293,7,Soumaïla Coulibaly,fr FRA,DF,20.0,8.0,7.0,636.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,Brest,,,,,,,,
294,8,Massadio Haïdara,ml MLI,DF,31.0,8.0,7.0,616.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,4.0,23.0,18.0,Brest,,,,,,,,
295,9,Abdallah Sima,sn SEN,FW,23.0,9.0,6.0,508.0,5.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,0.6,3.1,13.0,5.0,34.0,Brest,,,,,,,,
296,10,Mama Samba Baldé,gw GNB,"FW,MF",28.0,9.0,5.0,451.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,17.0,10.0,29.0,Brest,,,,,,,,
297,11,Kamory Doumbia,ml MLI,"MF,FW",21.0,10.0,5.0,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.5,2.2,11.0,14.0,17.0,Brest,,,,,,,,
298,12,Pierre Lees-Melou,fr FRA,MF,31.0,5.0,4.0,373.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,3.0,21.0,4.0,Brest,,,,,,,,
299,13,Mathias Pereira Lage,pt POR,"DF,MF",27.0,9.0,3.0,374.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.6,1.7,10.0,12.0,12.0,Brest,,,,,,,,
300,14,Romain Del Castillo,fr FRA,FW,28.0,7.0,3.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,15.0,17.0,20.0,Brest,,,,,,,,
301,15,Romain Faivre,fr FRA,"MF,FW",26.0,8.0,3.0,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,10.0,10.0,8.0,Brest,,,,,,,,
302,16,Julien Le Cardinal,fr FRA,DF,26.0,4.0,3.0,256.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,0.0,3.0,3.0,Brest,,,,,,,,
303,17,Abdoulaye Niakhate Ndiaye,sn SEN,DF,22.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,Brest,,,,,,,,
304,18,Grégoire Coudert,fr FRA,GK,25.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brest,,,,,,,,
305,19,Luck Zogbé,ci CIV,DF,19.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,2.0,1.0,Brest,,,,,,,,
306,20,Jordan Amavi,fr FRA,DF,30.0,1.0,1.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,Brest,,,,,,,,
307,21,Jonas Martin,fr FRA,MF,34.0,5.0,0.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,1.0,6.0,3.0,Brest,,,,,,,,
308,22,Ibrahim Salah,ma MAR,"FW,MF",22.0,6.0,0.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.3,2.0,5.0,8.0,Brest,,,,,,,,
309,23,Axel Camblan,fr FRA,FW,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,Brest,,,,,,,,
310,24,Paris Irie,fr FRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Brest,,,,,,,,
311,25,Noah Jauny,ie IRL,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Brest,,,,,,,,
312,0,Callum McGregor,sct SCO,MF,31.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,10.0,45.0,6.0,Celtic,,,,,,,,
313,1,Kasper Schmeichel,dk DEN,GK,37.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic,,,,,,,,
314,2,Alistair Johnston,ca CAN,DF,25.0,10.0,10.0,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.4,15.0,37.0,25.0,Celtic,,,,,,,,
315,3,Nicolas-Gerrit Kühn,de GER,FW,24.0,10.0,10.0,784.0,8.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,2.8,4.6,28.0,26.0,65.0,Celtic,,,,,,,,
316,4,Auston Trusty,us USA,DF,25.0,10.0,9.0,816.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,4.0,35.0,1.0,Celtic,,,,,,,,
317,5,Reo Hatate,jp JPN,MF,26.0,10.0,9.0,784.0,8.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,1.4,2.9,15.0,38.0,42.0,Celtic,,,,,,,,
318,6,Daizen Maeda,jp JPN,FW,26.0,9.0,9.0,758.0,8.4,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.7,3.7,14.0,9.0,60.0,Celtic,,,,,,,,
319,7,Arne Engels,be BEL,MF,20.0,10.0,9.0,724.0,8.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,2.2,0.7,2.0,2.7,10.0,28.0,28.0,Celtic,,,,,,,,
320,8,Greg Taylor,sct SCO,DF,26.0,8.0,8.0,572.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.5,8.0,25.0,26.0,Celtic,,,,,,,,
321,9,Cameron Carter-Vickers,us USA,DF,26.0,7.0,7.0,606.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,9.0,32.0,0.0,Celtic,,,,,,,,
322,10,Kyogo Furuhashi,jp JPN,FW,29.0,7.0,6.0,462.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.0,1.0,14.0,Celtic,,,,,,,,
323,11,Liam Scales,ie IRL,DF,25.0,6.0,4.0,371.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,15.0,0.0,Celtic,,,,,,,,
324,12,Adam Idah,ie IRL,FW,23.0,10.0,3.0,341.0,3.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.1,2.3,6.0,0.0,14.0,Celtic,,,,,,,,
325,13,Paulo Bernardo,pt POR,MF,22.0,8.0,2.0,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,15.0,9.0,Celtic,,,,,,,,
326,14,Álex Valle,es ESP,DF,20.0,5.0,1.0,212.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,7.0,14.0,8.0,Celtic,,,,,,,,
327,15,Yang Hyunjun,kr KOR,FW,22.0,6.0,1.0,157.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.2,1.0,4.0,9.0,Celtic,,,,,,,,
328,16,Jeffrey Schlupp,gh GHA,DF,31.0,2.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Celtic,,,,,,,,
329,17,Jota,pt POR,FW,25.0,2.0,1.0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,4.0,3.0,6.0,Celtic,,,,,,,,
330,18,Anthony Ralston,sct SCO,DF,25.0,3.0,0.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,0.0,Celtic,,,,,,,,
331,19,James Forrest,sct SCO,FW,33.0,4.0,0.0,63.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,5.0,13.0,Celtic,,,,,,,,
332,20,Luke McCowan,sct SCO,MF,26.0,3.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,Celtic,,,,,,,,
333,21,Luis Enrique Palma,hn HON,FW,24.0,2.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Celtic,,,,,,,,
334,22,Daniel Cummings,sct SCO,FW,18.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic,,,,,,,,
335,23,Dane Murray,sct SCO,DF,21.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Celtic,,,,,,,,
336,24,Scott Bain,sct SCO,GK,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
337,25,Jude Bonnar,sct SCO,FW,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
338,26,Johnny Kenny,ie IRL,FW,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
339,27,Adam Montgomery,sct SCO,DF,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
340,28,Maik Nawrocki,pl POL,DF,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
341,29,Viljami Sinisalo,fi FIN,GK,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
342,30,Stephen Welsh,sct SCO,DF,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,Celtic,,,,,,,,
343,0,Brandon Mechele,be BEL,DF,31.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,2.0,19.0,1.0,Club Brugge,,,,,,,,
344,1,Simon Mignolet,be BEL,GK,36.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Brugge,,,,,,,,
345,2,Hans Vanaken,be BEL,"MF,FW",31.0,12.0,12.0,1080.0,12.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.6,0.8,1.3,2.1,10.0,68.0,23.0,Club Brugge,,,,,,,,
346,3,Maxim De Cuyper,be BEL,DF,23.0,12.0,12.0,1079.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,13.0,44.0,54.0,Club Brugge,,,,,,,,
347,4,Joel Ordóñez,ec ECU,DF,20.0,12.0,12.0,1047.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,1.0,Club Brugge,,,,,,,,
348,5,Christos Tzolis,gr GRE,"FW,MF",22.0,12.0,12.0,932.0,10.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,2.5,4.7,37.0,36.0,70.0,Club Brugge,,,,,,,,
349,6,Ardon Jashari,ch SUI,MF,22.0,11.0,11.0,949.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,13.0,40.0,14.0,Club Brugge,,,,,,,,
350,7,Raphael Onyedika,ng NGA,MF,23.0,11.0,11.0,938.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.8,0.8,0.3,1.1,1.0,22.0,7.0,Club Brugge,,,,,,,,
351,8,Ferran Jutglà,es ESP,FW,25.0,12.0,11.0,847.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,1.8,11.0,14.0,53.0,Club Brugge,,,,,,,,
352,9,Joaquin Seys,be BEL,DF,19.0,10.0,9.0,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,23.0,Club Brugge,,,,,,,,
353,10,Chemsdine Talbi,be BEL,FW,19.0,11.0,7.0,548.0,6.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.5,1.6,11.0,10.0,33.0,Club Brugge,,,,,,,,
354,11,Andreas Skov Olsen,dk DEN,"FW,MF",24.0,6.0,5.0,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,1.5,22.0,16.0,31.0,Club Brugge,,,,,,,,
355,12,Kyriani Sabbe,be BEL,DF,19.0,6.0,3.0,238.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.2,4.0,6.0,10.0,Club Brugge,,,,,,,,
356,13,Hugo Vetlesen,no NOR,"MF,FW",24.0,7.0,1.0,184.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,1.0,5.0,8.0,Club Brugge,,,,,,,,
357,14,Gustaf Nilsson,se SWE,FW,27.0,7.0,1.0,177.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3,0.5,0.0,0.5,0.0,4.0,5.0,Club Brugge,,,,,,,,
358,15,Casper Nielsen,dk DEN,"MF,FW",30.0,6.0,1.0,143.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,3.0,3.0,Club Brugge,,,,,,,,
359,16,Michał Skóraś,pl POL,"MF,DF",24.0,5.0,0.0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,2.0,7.0,6.0,Club Brugge,,,,,,,,
360,17,Hugo Siquet,be BEL,"DF,FW",22.0,4.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Club Brugge,,,,,,,,
361,18,Romeo Vermant,be BEL,"FW,MF",20.0,5.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,Club Brugge,,,,,,,,
362,19,Zaid Romero,ar ARG,DF,24.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Brugge,,,,,,,,
363,20,Bjorn Meijer,nl NED,"DF,FW",21.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Club Brugge,,,,,,,,
364,21,Shandre Campbell,za RSA,MF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Club Brugge,,,,,,,,
365,22,Dani van den Heuvel,nl NED,GK,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Club Brugge,,,,,,,,
366,23,Nordin Jackers,be BEL,GK,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,Club Brugge,,,,,,,,
367,24,Jorne Spileers,be BEL,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Club Brugge,,,,,,,,
368,0,Martin Baturina,hr CRO,"MF,FW",21.0,8.0,8.0,619.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,1.4,2.2,32.0,35.0,21.0,Dinamo Zagreb,,,,,,,,
